date,headline,core,energy,shelter,food,headline_yoy,core_yoy,energy_yoy,shelter_yoy,food_yoy,headline_mom,core_mom,energy_mom,shelter_mom,food_mom
2025-01-01,318.961,324.638,282.272,409.579,332.626,2.9909783078999608,3.282970485398584,0.8283533307376745,4.398682714708846,2.3864710209835716,0.42726162139017365,0.4265929177532435,0.8730331738311614,0.34642852767874377,0.29428614503241857
2025-02-01,319.679,325.465,282.096,410.793,333.302,2.8015834477613355,3.13755688228059,-0.4358859425901196,4.241546089860382,2.5014761600157476,0.22510589068882592,0.2547452855180321,-0.06235120734610078,0.29640191513724545,0.203231256726788
2025-03-01,319.785,325.69,278.906,411.639,334.527,2.381981462805549,2.808783050077035,-3.3884331873856866,3.99467444110686,2.8554298364284803,0.03315826188146076,0.06913185749619633,-1.1308207135159676,0.2059431392453126,0.36753454824751675
2025-04-01,320.302,326.467,277.343,413.04,334.68,2.32538823025783,2.7760200724699313,-3.5700998918678284,3.988962628022441,2.695968627836054,0.16167112278562268,0.23857041972428217,-0.5604038636673248,0.3403467601466259,0.04573621860120003
2025-05-01,320.62,326.893,275.377,414.109,335.571,2.3772651073680873,2.7658403935930886,-3.0925694578853857,3.867676309103074,2.8144675766349714,0.09928130327003792,0.13048792067804627,-0.7088695225767383,0.2588127057912004,0.26622445320905186
2025-06-01,321.435,327.658,276.558,414.981,336.527,2.680453865910226,2.910895442696071,-0.6202296934067375,3.823377091261171,2.900239113019132,0.2541949971929469,0.23402152998077685,0.428866608322398,0.21057257871719415,0.28488754987765486
2025-07-01,322.169,328.682,274.85,415.931,336.941,2.742618052167134,3.0544930080893096,-1.2350558955322888,3.6874998441936535,2.8074083114663972,0.22835098853577485,0.3125209822436803,-0.6175919698580334,0.22892614360656705,0.12302133261223869
2025-08-01,323.291,329.7,276.734,417.555,338.39,2.9385917430316155,3.111806098514469,0.37286094608022236,3.6386651608980136,3.119267173339346,0.3482644202266627,0.3097218588179462,0.685464798981239,0.39044937742078734,0.4300456162948496
2025-09-01,324.245,330.418,280.7,418.422,339.145,3.0225715847133294,3.0199668258857892,2.940798955556123,3.581083088257131,3.049445624397995,0.2950901819104068,0.2177737336973129,1.433145186352247,0.20763731723965062,0.2231153402878272
2025-11-01,325.063,331.043,284.648,419.431,339.478,2.988299628363511,2.8943434111105226,4.265520891711838,3.3791694292383045,2.9185905151113634,0.2522783697512576,0.18915434389168428,1.4064837905237049,0.24114410810138764,0.0981880906397059
2025-12-01,326.031,331.814,285.624,421.039,341.563,3.00226204316838,2.837998245815232,4.516596470299805,3.4204178682138098,3.2108830381613274,0.297788428704604,0.2329002576704653,0.3428796267670897,0.3833765267707845,0.6141782383541683
2026-01-01,326.588,332.793,281.436,421.965,342.194,2.8286797395498997,2.9493378374616075,0.5742792919961826,3.380985630811062,3.1792552389567463,0.170842649932057,0.2950448142634121,-1.4662633392152125,0.21993212030240183,0.1847389793391052
2026-02-01,327.46,333.512,283.223,422.942,343.477,2.6645890876940914,2.7335062438778035,0.3369090806031094,3.2626184447933193,3.262222436009221,0.26700307420970404,0.21605021740240815,0.6349578589803784,0.2315357908831306,0.3749335172446022
2026-03-01,330.293,334.165,314.019,424.069,343.51,3.3202055812236786,2.6730984898529986,11.31636038795303,3.2317980101900456,3.0626878926619083,0.8651438343614481,0.19579505385114437,10.873410704639097,0.2664667968657719,0.009607630205232809
