state,indicator,cycle,index_value
FL,Future employees,202604,51.5
FL,Future hours,202604,50.6
FL,Future delivery time,202604,51.4
FL,Future demand,202604,55.2
FL,Future output prices,202604,61.4
FL,Future input prices,202604,71.3
GA,Current performance,202604,55.2
GA,Revenues,202604,43.8
GA,Employees,202604,48.2
GA,Hours,202604,46.9
GA,Delivery time,202604,51.6
GA,Demand,202604,46.8
GA,Output prices,202604,56.3
GA,Input prices,202604,68.2
GA,Future performance,202604,56.3
GA,Future employees,202604,55.4
GA,Future hours,202604,54.9
GA,Future delivery time,202604,52.9
GA,Future demand,202604,59.1
GA,Future output prices,202604,61.6
GA,Future input prices,202604,70.0
HI,Current performance,202604,50.0
HI,Revenues,202604,38.5
HI,Employees,202604,47.3
HI,Hours,202604,40.6
HI,Delivery time,202604,52.3
HI,Demand,202604,40.1
HI,Output prices,202604,66.7
HI,Input prices,202604,75.4
HI,Future performance,202604,50.5
HI,Future employees,202604,51.1
HI,Future hours,202604,53.3
HI,Future delivery time,202604,53.7
HI,Future demand,202604,52.8
HI,Future output prices,202604,73.0
HI,Future input prices,202604,79.6
IA,Current performance,202604,59.3
IA,Revenues,202604,45.3
IA,Employees,202604,49.5
IA,Hours,202604,46.9
IA,Delivery time,202604,51.0
IA,Demand,202604,46.4
IA,Output prices,202604,56.1
IA,Input prices,202604,65.4
IA,Future performance,202604,59.1
IA,Future employees,202604,53.6
IA,Future hours,202604,56.8
IA,Future delivery time,202604,53.4
IA,Future demand,202604,58.9
IA,Future output prices,202604,63.5
IA,Future input prices,202604,73.5
ID,Current performance,202604,57.2
ID,Revenues,202604,41.0
ID,Employees,202604,48.2
ID,Hours,202604,44.5
ID,Delivery time,202604,50.1
ID,Demand,202604,44.1
ID,Output prices,202604,58.3
ID,Input prices,202604,67.8
ID,Future performance,202604,60.0
ID,Future employees,202604,57.2
ID,Future hours,202604,57.7
ID,Future delivery time,202604,54.5
ID,Future demand,202604,58.8
ID,Future output prices,202604,67.6
ID,Future input prices,202604,76.2
IL,Current performance,202604,53.1
IL,Revenues,202604,41.5
IL,Employees,202604,46.7
IL,Hours,202604,44.0
IL,Delivery time,202604,49.0
IL,Demand,202604,44.9
IL,Output prices,202604,56.3
IL,Input prices,202604,68.5
IL,Future performance,202604,54.6
IL,Future employees,202604,54.4
IL,Future hours,202604,55.8
IL,Future delivery time,202604,52.8
IL,Future demand,202604,56.6
IL,Future output prices,202604,62.8
IL,Future input prices,202604,73.5
IN,Current performance,202604,54.3
IN,Revenues,202604,41.5
IN,Employees,202604,46.7
IN,Hours,202604,44.3
IN,Delivery time,202604,53.3
IN,Demand,202604,42.7
IN,Output prices,202604,56.9
IN,Input prices,202604,70.6
IN,Future performance,202604,56.9
IN,Future employees,202604,55.1
IN,Future hours,202604,58.1
IN,Future delivery time,202604,54.2
IN,Future demand,202604,59.7
IN,Future output prices,202604,63.0
IN,Future input prices,202604,76.6
KS,Current performance,202604,57.2
KS,Revenues,202604,45.8
KS,Employees,202604,47.9
KS,Hours,202604,45.7
KS,Delivery time,202604,51.0
KS,Demand,202604,49.6
KS,Output prices,202604,58.3
KS,Input prices,202604,70.5
KS,Future performance,202604,59.8
KS,Future employees,202604,54.6
KS,Future hours,202604,54.7
KS,Future delivery time,202604,52.0
KS,Future demand,202604,60.3
KS,Future output prices,202604,64.8
KS,Future input prices,202604,72.3
KY,Current performance,202604,58.4
KY,Revenues,202604,37.0
KY,Employees,202604,45.7
KY,Hours,202604,40.8
KY,Delivery time,202604,51.9
KY,Demand,202604,40.2
KY,Output prices,202604,55.7
KY,Input prices,202604,68.7
KY,Future performance,202604,59.2
KY,Future employees,202604,55.0
KY,Future hours,202604,54.2
KY,Future delivery time,202604,55.6
KY,Future demand,202604,61.9
KY,Future output prices,202604,64.3
KY,Future input prices,202604,71.2
LA,Current performance,202604,56.4
LA,Revenues,202604,45.7
LA,Employees,202604,49.0
LA,Hours,202604,46.2
LA,Delivery time,202604,51.8
LA,Demand,202604,47.3
LA,Output prices,202604,56.1
LA,Input prices,202604,66.5
LA,Future performance,202604,56.2
LA,Future employees,202604,50.8
LA,Future hours,202604,52.3
LA,Future delivery time,202604,50.3
LA,Future demand,202604,57.3
LA,Future output prices,202604,59.3
LA,Future input prices,202604,68.7
MA,Current performance,202604,53.9
MA,Revenues,202604,40.3
MA,Employees,202604,47.8
MA,Hours,202604,43.3
MA,Delivery time,202604,55.3
MA,Demand,202604,43.9
MA,Output prices,202604,56.4
MA,Input prices,202604,69.6
MA,Future performance,202604,55.2
MA,Future employees,202604,53.7
MA,Future hours,202604,54.0
MA,Future delivery time,202604,51.6
MA,Future demand,202604,55.6
MA,Future output prices,202604,64.8
MA,Future input prices,202604,76.3
MD,Current performance,202604,57.1
MD,Revenues,202604,38.4
MD,Employees,202604,46.2
MD,Hours,202604,41.1
MD,Delivery time,202604,52.4
MD,Demand,202604,42.6
MD,Output prices,202604,55.7
MD,Input prices,202604,68.4
MD,Future performance,202604,59.7
MD,Future employees,202604,53.9
MD,Future hours,202604,57.2
MD,Future delivery time,202604,51.9
MD,Future demand,202604,56.5
MD,Future output prices,202604,61.5
MD,Future input prices,202604,76.2
ME,Current performance,202604,57.5
ME,Revenues,202604,41.5
ME,Employees,202604,51.2
ME,Hours,202604,46.3
ME,Delivery time,202604,50.2
ME,Demand,202604,44.2
ME,Output prices,202604,55.3
ME,Input prices,202604,68.0
ME,Future performance,202604,54.8
ME,Future employees,202604,58.0
ME,Future hours,202604,56.9
ME,Future delivery time,202604,48.3
ME,Future demand,202604,50.5
ME,Future output prices,202604,62.2
ME,Future input prices,202604,75.4
MI,Current performance,202604,56.4
MI,Revenues,202604,42.8
MI,Employees,202604,48.4
MI,Hours,202604,45.7
MI,Delivery time,202604,53.2
MI,Demand,202604,42.5
MI,Output prices,202604,55.3
MI,Input prices,202604,68.4
MI,Future performance,202604,58.9
MI,Future employees,202604,57.0
MI,Future hours,202604,58.1
MI,Future delivery time,202604,55.0
MI,Future demand,202604,61.3
MI,Future output prices,202604,63.3
MI,Future input prices,202604,74.1
MN,Current performance,202604,53.9
MN,Revenues,202604,34.8
MN,Employees,202604,46.0
MN,Hours,202604,43.6
MN,Delivery time,202604,54.1
MN,Demand,202604,39.8
MN,Output prices,202604,58.5
MN,Input prices,202604,70.5
MN,Future performance,202604,55.3
MN,Future employees,202604,54.1
MN,Future hours,202604,56.8
MN,Future delivery time,202604,53.0
MN,Future demand,202604,59.5
MN,Future output prices,202604,65.8
MN,Future input prices,202604,75.9
MO,Current performance,202604,56.8
MO,Revenues,202604,39.5
MO,Employees,202604,49.6
MO,Hours,202604,44.9
MO,Delivery time,202604,53.8
MO,Demand,202604,44.8
MO,Output prices,202604,55.5
MO,Input prices,202604,70.3
MO,Future performance,202604,57.7
MO,Future employees,202604,52.8
MO,Future hours,202604,53.6
MO,Future delivery time,202604,52.4
MO,Future demand,202604,56.5
MO,Future output prices,202604,64.8
MO,Future input prices,202604,75.2
MS,Current performance,202604,60.9
MS,Revenues,202604,44.4
MS,Employees,202604,49.5
MS,Hours,202604,44.2
MS,Delivery time,202604,55.0
MS,Demand,202604,51.7
MS,Output prices,202604,58.2
MS,Input prices,202604,70.3
MS,Future performance,202604,60.1
MS,Future employees,202604,54.3
MS,Future hours,202604,52.9
MS,Future delivery time,202604,51.8
MS,Future demand,202604,59.4
MS,Future output prices,202604,62.9
MS,Future input prices,202604,71.3
MT,Current performance,202604,56.5
MT,Revenues,202604,38.4
MT,Employees,202604,45.6
MT,Hours,202604,41.1
MT,Delivery time,202604,52.4
MT,Demand,202604,41.1
MT,Output prices,202604,52.4
MT,Input prices,202604,67.5
MT,Future performance,202604,56.7
MT,Future employees,202604,55.6
MT,Future hours,202604,59.0
MT,Future delivery time,202604,54.8
MT,Future demand,202604,57.6
MT,Future output prices,202604,61.7
MT,Future input prices,202604,74.9
NC,Current performance,202604,56.2
NC,Revenues,202604,37.1
NC,Employees,202604,47.6
NC,Hours,202604,40.8
NC,Delivery time,202604,54.2
NC,Demand,202604,42.0
NC,Output prices,202604,54.1
NC,Input prices,202604,63.5
NC,Future performance,202604,57.3
NC,Future employees,202604,52.5
NC,Future hours,202604,54.0
NC,Future delivery time,202604,51.2
NC,Future demand,202604,57.9
NC,Future output prices,202604,62.3
NC,Future input prices,202604,72.0
ND,Current performance,202604,58.5
ND,Revenues,202604,44.8
ND,Employees,202604,49.4
ND,Hours,202604,50.0
ND,Delivery time,202604,44.6
ND,Demand,202604,43.4
ND,Output prices,202604,56.8
ND,Input prices,202604,66.9
ND,Future performance,202604,55.6
ND,Future employees,202604,55.5
ND,Future hours,202604,54.4
ND,Future delivery time,202604,56.6
ND,Future demand,202604,51.9
ND,Future output prices,202604,61.5
ND,Future input prices,202604,74.6
NE,Current performance,202604,53.8
NE,Revenues,202604,41.6
NE,Employees,202604,45.9
NE,Hours,202604,45.0
NE,Delivery time,202604,53.9
NE,Demand,202604,46.0
NE,Output prices,202604,58.1
NE,Input prices,202604,70.7
NE,Future performance,202604,54.8
NE,Future employees,202604,56.1
NE,Future hours,202604,54.3
NE,Future delivery time,202604,55.3
NE,Future demand,202604,52.8
NE,Future output prices,202604,67.5
NE,Future input prices,202604,76.6
NH,Current performance,202604,48.4
NH,Revenues,202604,36.7
NH,Employees,202604,47.0
NH,Hours,202604,42.5
NH,Delivery time,202604,52.2
NH,Demand,202604,40.6
NH,Output prices,202604,58.7
NH,Input prices,202604,71.3
NH,Future performance,202604,51.9
NH,Future employees,202604,54.1
NH,Future hours,202604,49.7
NH,Future delivery time,202604,56.0
NH,Future demand,202604,47.8
NH,Future output prices,202604,69.1
NH,Future input prices,202604,81.4
NJ,Current performance,202604,53.3
NJ,Revenues,202604,37.7
NJ,Employees,202604,46.9
NJ,Hours,202604,43.6
NJ,Delivery time,202604,53.0
NJ,Demand,202604,39.3
NJ,Output prices,202604,55.4
NJ,Input prices,202604,67.4
NJ,Future performance,202604,54.4
NJ,Future employees,202604,53.1
NJ,Future hours,202604,50.8
NJ,Future delivery time,202604,51.1
NJ,Future demand,202604,55.0
NJ,Future output prices,202604,62.4
NJ,Future input prices,202604,73.6
NM,Current performance,202604,55.8
NM,Revenues,202604,32.8
NM,Employees,202604,42.0
NM,Hours,202604,40.0
NM,Delivery time,202604,50.1
NM,Demand,202604,39.7
NM,Output prices,202604,56.8
NM,Input prices,202604,65.9
NM,Future performance,202604,53.7
NM,Future employees,202604,50.1
NM,Future hours,202604,55.2
NM,Future delivery time,202604,55.7
NM,Future demand,202604,60.5
NM,Future output prices,202604,60.0
NM,Future input prices,202604,74.1
NV,Current performance,202604,51.6
NV,Revenues,202604,36.5
NV,Employees,202604,45.8
NV,Hours,202604,41.8
NV,Delivery time,202604,49.2
NV,Demand,202604,41.0
NV,Output prices,202604,55.1
NV,Input prices,202604,68.5
NV,Future performance,202604,52.7
NV,Future employees,202604,47.0
NV,Future hours,202604,47.7
NV,Future delivery time,202604,50.0
NV,Future demand,202604,52.6
NV,Future output prices,202604,61.3
NV,Future input prices,202604,73.2
NY,Current performance,202604,50.6
NY,Revenues,202604,38.3
NY,Employees,202604,47.0
NY,Hours,202604,43.4
NY,Delivery time,202604,50.5
NY,Demand,202604,39.1
NY,Output prices,202604,55.1
NY,Input prices,202604,67.0
NY,Future performance,202604,51.2
NY,Future employees,202604,51.3
NY,Future hours,202604,50.4
NY,Future delivery time,202604,52.5
NY,Future demand,202604,51.9
NY,Future output prices,202604,60.6
NY,Future input prices,202604,72.1
OH,Current performance,202604,56.0
OH,Revenues,202604,39.0
OH,Employees,202604,47.3
OH,Hours,202604,41.9
OH,Delivery time,202604,52.6
OH,Demand,202604,43.7
OH,Output prices,202604,56.4
OH,Input prices,202604,67.0
OH,Future performance,202604,57.9
OH,Future employees,202604,56.5
OH,Future hours,202604,57.5
OH,Future delivery time,202604,52.1
OH,Future demand,202604,61.3
OH,Future output prices,202604,65.6
OH,Future input prices,202604,76.3
OK,Current performance,202604,55.8
OK,Revenues,202604,39.3
OK,Employees,202604,48.3
OK,Hours,202604,48.2
OK,Delivery time,202604,54.6
OK,Demand,202604,47.5
OK,Output prices,202604,57.3
OK,Input prices,202604,70.7
OK,Future performance,202604,56.3
OK,Future employees,202604,53.4
OK,Future hours,202604,53.3
OK,Future delivery time,202604,55.2
OK,Future demand,202604,54.3
OK,Future output prices,202604,59.4
OK,Future input prices,202604,74.3
OR,Current performance,202604,50.2
OR,Revenues,202604,41.0
OR,Employees,202604,45.0
OR,Hours,202604,41.8
OR,Delivery time,202604,52.3
OR,Demand,202604,41.8
OR,Output prices,202604,56.0
OR,Input prices,202604,70.2
OR,Future performance,202604,53.0
OR,Future employees,202604,53.7
OR,Future hours,202604,54.4
OR,Future delivery time,202604,54.6
OR,Future demand,202604,59.5
OR,Future output prices,202604,66.0
OR,Future input prices,202604,80.0
PA,Current performance,202604,55.8
PA,Revenues,202604,39.5
PA,Employees,202604,47.1
PA,Hours,202604,42.5
PA,Delivery time,202604,54.2
PA,Demand,202604,44.5
PA,Output prices,202604,58.5
PA,Input prices,202604,69.3
PA,Future performance,202604,55.8
PA,Future employees,202604,55.5
PA,Future hours,202604,56.2
PA,Future delivery time,202604,52.5
PA,Future demand,202604,57.8
PA,Future output prices,202604,66.9
PA,Future input prices,202604,75.8
RI,Current performance,202604,53.4
RI,Revenues,202604,39.7
RI,Employees,202604,46.5
RI,Hours,202604,46.5
RI,Delivery time,202604,51.3
RI,Demand,202604,43.6
RI,Output prices,202604,54.1
RI,Input prices,202604,66.0
RI,Future performance,202604,56.3
RI,Future employees,202604,61.3
RI,Future hours,202604,60.7
RI,Future delivery time,202604,53.7
RI,Future demand,202604,63.1
RI,Future output prices,202604,57.9
RI,Future input prices,202604,75.4
SC,Current performance,202604,55.8
SC,Revenues,202604,38.2
SC,Employees,202604,46.3
SC,Hours,202604,44.3
SC,Delivery time,202604,56.3
SC,Demand,202604,43.1
SC,Output prices,202604,55.0
SC,Input prices,202604,67.3
SC,Future performance,202604,59.3
SC,Future employees,202604,55.8
SC,Future hours,202604,56.1
SC,Future delivery time,202604,52.9
SC,Future demand,202604,61.5
SC,Future output prices,202604,60.4
SC,Future input prices,202604,72.7
SD,Current performance,202604,51.7
SD,Revenues,202604,37.2
SD,Employees,202604,42.4
SD,Hours,202604,40.1
SD,Delivery time,202604,53.3
SD,Demand,202604,38.1
SD,Output prices,202604,52.0
SD,Input prices,202604,72.2
SD,Future performance,202604,53.7
SD,Future employees,202604,55.8
SD,Future hours,202604,57.9
SD,Future delivery time,202604,55.6
SD,Future demand,202604,51.3
SD,Future output prices,202604,61.7
SD,Future input prices,202604,81.3
TN,Current performance,202604,58.6
TN,Revenues,202604,42.4
TN,Employees,202604,49.9
TN,Hours,202604,42.5
TN,Delivery time,202604,51.1
TN,Demand,202604,46.3
TN,Output prices,202604,52.8
TN,Input prices,202604,63.1
TN,Future performance,202604,59.7
TN,Future employees,202604,57.3
TN,Future hours,202604,56.4
TN,Future delivery time,202604,51.6
TN,Future demand,202604,58.9
TN,Future output prices,202604,62.0
TN,Future input prices,202604,70.2
TX,Current performance,202604,51.6
TX,Revenues,202604,38.4
TX,Employees,202604,47.6
TX,Hours,202604,45.0
TX,Delivery time,202604,51.0
TX,Demand,202604,41.0
TX,Output prices,202604,55.7
TX,Input prices,202604,69.6
TX,Future performance,202604,55.0
TX,Future employees,202604,52.7
TX,Future hours,202604,53.0
TX,Future delivery time,202604,51.6
TX,Future demand,202604,55.9
TX,Future output prices,202604,62.4
TX,Future input prices,202604,72.6
UT,Current performance,202604,54.6
UT,Revenues,202604,38.7
UT,Employees,202604,48.9
UT,Hours,202604,43.9
UT,Delivery time,202604,50.2
UT,Demand,202604,41.9
UT,Output prices,202604,53.2
UT,Input prices,202604,67.1
UT,Future performance,202604,55.4
UT,Future employees,202604,50.3
UT,Future hours,202604,54.3
UT,Future delivery time,202604,52.0
UT,Future demand,202604,55.1
UT,Future output prices,202604,60.8
UT,Future input prices,202604,71.9
VA,Current performance,202604,52.8
VA,Revenues,202604,35.4
VA,Employees,202604,46.1
VA,Hours,202604,41.5
VA,Delivery time,202604,51.7
VA,Demand,202604,37.9
VA,Output prices,202604,54.7
VA,Input prices,202604,68.4
VA,Future performance,202604,54.4
VA,Future employees,202604,53.7
VA,Future hours,202604,55.4
VA,Future delivery time,202604,50.4
VA,Future demand,202604,54.8
VA,Future output prices,202604,61.7
VA,Future input prices,202604,73.5
VT,Current performance,202604,57.5
VT,Revenues,202604,43.1
VT,Employees,202604,51.8
VT,Hours,202604,42.4
VT,Delivery time,202604,55.5
VT,Demand,202604,43.3
VT,Output prices,202604,52.4
VT,Input prices,202604,67.7
VT,Future performance,202604,59.0
VT,Future employees,202604,60.2
VT,Future hours,202604,59.9
VT,Future delivery time,202604,56.4
VT,Future demand,202604,58.6
VT,Future output prices,202604,66.5
VT,Future input prices,202604,77.9
WA,Current performance,202604,54.0
WA,Revenues,202604,41.6
WA,Employees,202604,47.4
WA,Hours,202604,44.3
WA,Delivery time,202604,52.4
WA,Demand,202604,44.0
WA,Output prices,202604,57.2
WA,Input prices,202604,73.2
WA,Future performance,202604,55.3
WA,Future employees,202604,53.3
WA,Future hours,202604,54.1
WA,Future delivery time,202604,52.8
WA,Future demand,202604,57.1
WA,Future output prices,202604,65.0
WA,Future input prices,202604,78.2
WI,Current performance,202604,59.0
WI,Revenues,202604,47.6
WI,Employees,202604,48.9
WI,Hours,202604,46.2
WI,Delivery time,202604,54.1
WI,Demand,202604,46.7
WI,Output prices,202604,57.4
WI,Input prices,202604,69.3
WI,Future performance,202604,58.5
WI,Future employees,202604,54.1
WI,Future hours,202604,56.4
WI,Future delivery time,202604,52.4
WI,Future demand,202604,60.0
WI,Future output prices,202604,67.2
WI,Future input prices,202604,75.3
WV,Current performance,202604,57.4
WV,Revenues,202604,39.2
WV,Employees,202604,49.8
WV,Hours,202604,43.8
WV,Delivery time,202604,50.1
WV,Demand,202604,44.7
WV,Output prices,202604,54.3
WV,Input prices,202604,66.7
WV,Future performance,202604,57.5
WV,Future employees,202604,53.4
WV,Future hours,202604,54.1
WV,Future delivery time,202604,46.8
